trial_index,seed,x_meters,y_meters,distance_meters,bearing_degrees
112,975693834,-5.5376,-0.9165,5.6129,189.40
113,208432314,20.5985,-9.7101,22.7724,334.76
114,890431536,9.1412,-9.5502,13.2200,313.75
115,918404054,21.2960,19.2714,28.7212,42.14
116,1354347644,19.1955,10.9578,22.1029,29.72
117,1796899892,7.3627,6.5769,9.8724,41.77
118,1020907037,10.3344,12.0135,15.8469,49.30
119,1518480149,1.7058,-19.7840,19.8574,274.93
120,303031133,-4.0045,-12.5417,13.1655,252.29
121,980675231,2.5374,8.4915,8.8625,73.36
122,1613110372,6.7418,-8.4785,10.8322,308.49
123,1135219721,17.8516,6.3799,18.9574,19.67
124,2012800918,9.5701,-18.5429,20.8668,297.30
125,1519043072,19.4387,-6.1611,20.3917,342.41
126,1371316898,26.0341,1.4767,26.0759,3.25
127,908575073,8.4492,-18.8155,20.6255,294.18
128,700388257,37.1287,-9.0580,38.2176,346.29
129,158720349,23.0629,-5.7439,23.7674,346.01
130,111734983,9.4279,7.8902,12.2939,39.93
131,1612857677,0.2212,14.3880,14.3898,89.12
132,1923846704,3.4062,-0.7965,3.4981,346.84
133,908666628,3.1818,14.8589,15.1958,77.91
134,1384772067,25.7998,-8.3110,27.1054,342.14
135,19145991,19.7167,4.8068,20.2942,13.70
136,843597989,20.8846,16.0900,26.3639,37.61
137,834463944,24.8973,-16.4491,29.8404,326.55
138,905881371,2.1811,-7.6485,7.9534,285.92
139,1815210092,2.8462,14.2764,14.5573,78.73
140,720439985,13.5947,12.8842,18.7301,43.46
141,293601919,5.8181,-0.3303,5.8274,356.75
142,860516731,10.7254,14.8257,18.2985,54.12
143,1688748065,21.4949,15.0121,26.2182,34.93
144,1095772633,21.6107,-23.6193,32.0140,312.46
145,9481269,4.3914,-16.0464,16.6364,285.31
146,336974970,7.9048,18.1219,19.7709,66.43
147,22437464,26.7665,-9.4400,28.3824,340.57
148,2032543615,1.2591,10.0503,10.1289,82.86
149,1205407681,16.8161,11.1600,20.1824,33.57
150,801220016,8.0867,11.7019,14.2242,55.35
151,504824147,8.2029,9.3268,12.4209,48.67
152,432211501,35.9376,-10.5260,37.4474,343.67
153,261325589,3.2226,-19.2456,19.5135,279.51
154,716852814,8.0799,15.5010,17.4804,62.47
155,936157260,-3.9672,11.6235,12.2819,108.85
156,1211489157,17.6796,16.0169,23.8560,42.18
157,646167985,7.2550,18.2400,19.6299,68.31
158,407452610,0.3246,-1.9131,1.9404,279.63
159,24410138,12.7106,-20.7639,24.3454,301.47
160,1681258419,-7.4583,-0.8405,7.5055,186.43
161,1394225200,27.3692,-12.5522,30.1103,335.36
162,113508148,-0.5008,-11.9700,11.9805,267.60
163,1039377540,0.1840,-13.9884,13.9896,270.75
164,1773954663,29.8292,-12.1775,32.2191,337.79
165,959738930,16.9064,-23.0477,28.5836,306.26
166,1797147888,14.9261,-20.1368,25.0655,306.55
167,67027206,31.6842,-17.1239,36.0155,331.61
168,971143894,5.2988,-16.6594,17.4818,287.64
169,871285545,4.3191,21.1852,21.6210,78.48
170,74806065,12.4183,-24.5137,27.4798,296.87
171,519883700,27.1316,3.8329,27.4010,8.04
172,891018521,-1.4423,-1.0341,1.7747,215.64
173,1353180592,5.4035,-13.2015,14.2645,292.26
174,798040164,24.2332,13.6553,27.8158,29.40
175,9429214,21.8204,-19.6961,29.3950,317.93
176,120158500,25.2232,-18.2233,31.1175,324.15
177,2071845954,18.9770,15.9121,24.7653,39.98
178,39447088,34.2435,9.7924,35.6162,15.96
179,2003319649,17.3186,-21.5159,27.6201,308.83
180,1182068102,9.5998,10.7109,14.3833,48.13
181,1348879434,23.3241,-16.7179,28.6967,324.37
182,1023515105,20.4780,1.6559,20.5449,4.62
183,1642464223,-2.2658,3.0270,3.7810,126.82
184,1504983980,5.0034,17.4704,18.1727,74.02
185,1754394483,10.3888,-19.7707,22.3341,297.72
186,1180646176,22.5838,16.9482,28.2359,36.89
187,1662521115,5.4723,-4.3007,6.9601,321.84
188,191813814,17.3402,-24.0843,29.6772,305.75
189,448614807,15.6158,13.3472,20.5426,40.52
190,955140481,3.4702,-8.7398,9.4035,291.66
191,197430004,-0.7545,-10.5189,10.5460,265.90
192,427011334,22.3747,3.3543,22.6247,8.53
193,881471233,0.7520,-6.8590,6.9001,276.26
194,133951673,-0.0367,-7.9527,7.9528,269.74
195,1473698432,26.9633,8.2089,28.1852,16.93
196,180093771,6.4950,-7.1644,9.6703,312.19
197,1968622838,2.0056,10.4072,10.5987,79.09
198,2062277049,32.3849,-0.6160,32.3908,358.91
199,136033703,15.0126,-22.8135,27.3099,303.35
200,359817028,0.5275,-14.5746,14.5842,272.07
201,269947764,23.6912,14.2919,27.6683,31.10
202,1198777217,31.7053,-4.7949,32.0658,351.40
203,1161258070,17.8160,-13.9941,22.6549,321.85
204,1130601616,16.2121,7.6738,17.9365,25.33
205,281336316,34.6140,1.1046,34.6317,1.83
206,1761289273,-0.6123,-5.0844,5.1212,263.13
207,1226514556,25.8330,0.3644,25.8356,0.81
208,1610769072,13.1043,10.9720,17.0912,39.94
209,707423600,16.8660,17.7223,24.4651,46.42
210,815998760,7.3839,22.4788,23.6605,71.82
211,1287126850,12.2834,-21.4623,24.7288,299.78
212,606720897,32.9319,-3.8006,33.1505,353.42
213,551616608,0.5271,2.3308,2.3897,77.26
214,989825683,20.8784,12.4930,24.3307,30.89
215,332378985,6.0175,5.8992,8.4268,44.43
216,370710095,1.3431,-6.9955,7.1233,280.87
217,618527572,29.2903,-18.5874,34.6903,327.60
218,1681877207,36.3196,3.1518,36.4561,4.96
219,19560180,31.7991,-12.1679,34.0476,339.06
220,1926576401,9.1339,8.0313,12.1626,41.32
221,134626773,26.1629,-8.6939,27.5695,341.62
222,2022697039,24.5681,-19.3692,31.2851,321.75
223,522529087,18.0308,9.9345,20.5865,28.85
224,2063628711,0.7647,5.3605,5.4148,81.88
225,2024859708,20.1324,-7.9133,21.6318,338.54
226,92872366,11.4044,-8.7467,14.3723,322.51
227,9547288,2.7576,-18.5077,18.7120,278.47
228,1219228919,20.3691,-19.9454,28.5082,315.60
229,1471825379,18.2854,-22.1412,28.7156,309.55
230,1976819090,26.4207,-8.2184,27.6694,342.72
231,299019309,17.0654,8.8154,19.2078,27.32
232,9568905,31.4528,-9.1522,32.7573,343.78
233,2050897032,34.2140,5.2244,34.6106,8.68
234,1643502621,29.7275,-16.9930,34.2416,330.25
235,912120338,25.1218,-11.0457,27.4429,336.27
236,150102217,-2.2840,-12.7143,12.9178,259.82
237,2009740682,28.4976,-4.0811,28.7884,351.85
238,511862607,27.4289,1.1188,27.4517,2.34
239,1223647664,34.6288,7.0713,35.3434,11.54
240,2140588857,19.9291,-6.0515,20.8277,343.11
241,2101615267,21.3236,-6.4216,22.2695,343.24
242,51752043,32.7905,6.8746,33.5034,11.84
243,1631873861,11.7892,10.9937,16.1197,43.00
244,1780099694,7.5750,-9.0460,11.7988,309.94
245,1815497278,2.6309,-7.6557,8.0952,288.97
246,1738192754,1.6043,16.4098,16.4880,84.42
247,2022878373,7.7816,16.3394,18.0978,64.53
248,2039129197,28.2810,18.7105,33.9102,33.49
249,1949056335,22.8066,-6.7669,23.7893,343.47
250,1102988337,16.8769,22.5038,28.1292,53.13
251,1709049846,5.6083,0.7383,5.6567,7.50
252,286745631,26.5174,9.3430,28.1152,19.41
253,2042716869,20.7086,-17.9102,27.3792,319.14
254,356940949,24.0849,15.9671,28.8969,33.54
255,225190255,4.4258,3.3017,5.5216,36.72
256,394734372,30.5636,4.5146,30.8952,8.40
257,676248130,2.0647,-0.9084,2.2557,336.25
258,1245113006,31.7941,11.5870,33.8396,20.02
259,1253225555,32.6300,6.1635,33.2071,10.70
260,188463950,29.6569,1.9928,29.7238,3.84
261,1751741985,3.0184,-10.0894,10.5312,286.66
262,7285637,25.3575,-6.6968,26.2269,345.21
263,138943693,16.5208,9.8441,19.2313,30.79
264,878088157,37.9517,5.0649,38.2882,7.60
265,516979451,24.1528,-16.3466,29.1645,325.91
266,1277557945,-6.9345,-5.2974,8.7264,217.38
267,703307512,3.1241,-16.0647,16.3656,281.00
268,1055597634,7.6764,11.7659,14.0486,56.88
269,77705345,34.1919,0.3854,34.1941,0.65
270,182276768,4.4802,-1.0505,4.6017,346.80
271,508453060,2.4687,17.0690,17.2466,81.77
272,106664965,1.7817,-6.6676,6.9015,284.96
273,458229543,7.2562,-20.9799,22.1993,289.08
274,26454970,12.5597,-17.1653,21.2695,306.19
275,1972444781,24.3725,17.7532,30.1529,36.07
276,82874730,0.8312,-7.9774,8.0206,275.95
277,390823178,10.2728,14.7015,17.9350,55.06
278,889913040,13.9787,21.2961,25.4740,56.72
279,248131433,-4.5525,-9.3304,10.3818,243.99
280,286666954,13.8915,10.8141,17.6045,37.90
281,217477640,21.9476,10.0640,24.1450,24.63
282,117901738,14.5045,21.3738,25.8306,55.84
283,1417656231,4.2128,-9.1535,10.0764,294.71
284,368837042,10.4426,21.0025,23.4554,63.56
285,267769244,19.7150,9.8538,22.0404,26.56
286,12273678,19.3146,-14.7570,24.3069,322.62
287,114335683,25.7698,-19.5761,32.3621,322.78
288,1693956083,-2.7758,-14.6023,14.8638,259.24
289,1418312366,23.4781,14.8811,27.7969,32.37
290,517385966,-3.0022,-8.3435,8.8672,250.21
291,1621337734,19.1755,-13.1220,23.2355,325.62
292,764627676,1.5309,-9.0908,9.2188,279.56
293,1406120699,8.1113,-14.5568,16.6641,299.13
294,1035183714,13.6852,-10.2141,17.0767,323.26
295,388846872,28.9456,0.2166,28.9464,0.43
296,2094329630,7.6613,-17.3803,18.9939,293.79
297,2060291997,1.7073,-7.0669,7.2702,283.58
298,753785704,21.2019,-1.6308,21.2646,355.60
299,1263120243,0.6946,-2.9497,3.0304,283.25
300,537939333,15.6970,-12.0599,19.7949,322.47
301,1034885242,-4.8325,9.6800,10.8192,116.53
302,967280739,10.7250,-8.7235,13.8248,320.88
303,1961423852,30.2372,-18.8105,35.6107,328.11
304,1766779567,31.6562,17.3234,36.0862,28.69
305,594535277,-2.4453,-14.1111,14.3214,260.17
306,1602384881,3.9576,-11.2556,11.9311,289.37
307,1975999735,23.9849,10.9235,26.3553,24.49
308,2016261899,20.9432,-22.4487,30.7012,313.01
309,531979815,10.3719,-19.6934,22.2577,297.77
310,142315525,1.7039,-7.8254,8.0087,282.28
311,3911194,-7.6378,2.8049,8.1366,159.83
312,1933818737,26.0318,-1.1337,26.0565,357.51
313,996981573,15.0215,20.4689,25.3894,53.73
314,966558601,0.4868,-2.8415,2.8829,279.72
315,2118469957,7.5482,-5.2130,9.1734,325.37
316,1633840247,25.9391,9.5650,27.6464,20.24
317,737113053,35.6815,4.6102,35.9781,7.36
318,1917590298,7.4086,-7.8599,10.8012,313.31
319,610318913,0.8187,-10.4191,10.4512,274.49
320,504705773,13.6542,-8.1925,15.9234,329.04
321,1163222262,-4.5682,10.2286,11.2023,114.07
322,1156835076,15.9322,-18.0595,24.0828,311.42
323,1784768915,27.7022,-10.9768,29.7977,338.38
324,1707803026,25.5822,18.9193,31.8181,36.48
325,708422681,-0.3938,7.3436,7.3541,93.07
326,1891309031,4.1280,1.4073,4.3613,18.83
327,848027913,-0.0299,-13.0524,13.0524,269.87
328,1570529476,5.6115,-14.7559,15.7869,290.82
329,1785091745,-6.6832,4.8507,8.2580,144.03
330,2025598798,21.9215,22.3162,31.2820,45.51
331,170066380,11.5615,-23.2327,25.9505,296.46
332,1784521121,23.9068,3.1685,24.1158,7.55
333,1774276444,3.1756,4.3806,5.4105,54.06
334,1857675747,-0.4993,-1.2901,1.3833,248.84
335,1399265359,4.5580,-2.0983,5.0178,335.28
336,1397680548,17.9597,6.9286,19.2498,21.10
337,303961533,28.3608,12.0877,30.8293,23.08
338,1798360311,14.6822,11.2645,18.5056,37.50
339,1921785412,-0.6082,11.7236,11.7394,92.97
340,812868010,14.0531,18.0978,22.9133,52.17
341,183757590,-4.0506,10.9706,11.6945,110.27
342,245557431,16.0633,-20.7091,26.2087,307.80
343,1161976268,7.3446,-5.6444,9.2630,322.46
344,1275996841,8.5612,23.3390,24.8597,69.86
345,513474772,20.6492,-16.9578,26.7200,320.61
346,1835002644,-5.9262,-7.5318,9.5837,231.80
347,1915129750,28.6557,9.2998,30.1269,17.98
348,439562098,31.5243,-17.3766,35.9962,331.14
349,1064197404,30.4603,-18.3290,35.5497,328.96
350,902490272,-0.3061,-15.3743,15.3773,268.86
351,1357216577,0.8921,11.6439,11.6781,85.62
352,142701699,8.8256,-7.5117,11.5896,319.60
353,143466791,24.2216,7.1739,25.2616,16.50
354,758414470,3.4690,-0.0722,3.4697,358.81
355,1522200718,22.5626,6.5016,23.4807,16.07
356,2025533813,6.6537,6.4667,9.2785,44.18
357,1329995471,1.3921,-2.7187,3.0544,297.11
358,253620826,-6.3816,9.0980,11.1130,125.05
359,1058356886,4.0671,5.5553,6.8849,53.79
360,850709893,25.5260,-14.0382,29.1316,331.19
361,754356968,12.9502,-17.0861,21.4393,307.16
362,405470259,22.1384,18.2266,28.6761,39.46
363,231170154,34.4097,9.0275,35.5742,14.70
364,653864664,13.3684,18.4754,22.8047,54.11
365,2119732792,2.7327,-6.1002,6.6843,294.13
366,366873720,22.4988,15.8796,27.5383,35.21
367,159542293,10.5718,22.2507,24.6345,64.59
368,1286789473,4.5849,2.6750,5.3082,30.26
369,1714776889,12.4824,-8.5914,15.1533,325.46
370,720789409,21.5026,20.0533,29.4023,43.00
371,1329878714,10.6506,-18.1552,21.0487,300.40
372,1086236389,-0.5670,-2.8608,2.9164,258.79
373,2143288533,25.4663,-1.7594,25.5270,356.05
374,1944934550,31.9902,11.8749,34.1231,20.37
375,320948183,36.5967,10.9676,38.2048,16.68
376,917664831,-1.8847,15.4806,15.5949,96.94
377,2142342455,23.4580,-9.8274,25.4333,337.27
378,508772074,6.1502,12.9858,14.3686,64.66
379,1194328254,20.8586,3.6809,21.1809,10.01
380,1020903684,1.5184,-8.7015,8.8329,279.90
381,2123662928,23.7781,10.2612,25.8976,23.34
382,408465815,-2.2708,4.0672,4.6582,119.18
383,506332072,-0.3038,-2.2894,2.3095,262.44
384,882601473,-5.7132,-8.4474,10.1980,235.93
385,668382221,4.1845,-1.9841,4.6310,334.63
386,27364681,19.0771,-18.8456,26.8159,315.35
387,1641054330,5.3545,-18.3425,19.1081,286.27
388,1015861974,3.1826,-19.0153,19.2798,279.50
389,335475029,18.2015,7.4796,19.6784,22.34
390,1521215193,29.5212,-15.8101,33.4883,331.83
391,67685077,4.7804,13.9121,14.7105,71.04
392,50340707,1.8114,9.4863,9.6577,79.19
393,740003425,-5.4432,-4.1391,6.8382,217.25
394,1071075519,12.4821,23.7027,26.7884,62.23
395,58511042,17.6004,22.4660,28.5394,51.92
396,1925770978,38.0980,-5.7797,38.5340,351.37
397,14387277,-3.5612,8.0442,8.7972,113.88
398,508111604,23.2399,6.6888,24.1833,16.06
399,1303747696,0.3608,6.2325,6.2429,86.69
400,146601052,-0.6747,14.7567,14.7721,92.62
401,1675460351,36.4923,0.9768,36.5054,1.53
402,628340277,6.2095,9.8499,11.6438,57.77
403,872268856,28.1681,-14.5342,31.6967,332.71
404,343407995,-4.7174,12.5889,13.4437,110.54
405,1720095205,-1.0677,-17.7175,17.7497,266.55
406,270980188,-5.0518,-11.2647,12.3456,245.85
407,146896813,-0.6479,9.4191,9.4413,93.93
408,346015888,11.3693,-13.5798,17.7107,309.94
409,437466287,27.0679,21.3921,34.5007,38.32
410,604535887,5.8451,3.7473,6.9432,32.66
411,2030675005,15.7243,17.4205,23.4676,47.93
412,821223397,31.2112,-9.6009,32.6545,342.90
413,1206776219,31.2820,11.8988,33.4686,20.83
414,37453202,-1.7684,-5.2151,5.5068,251.27
415,874530612,5.7898,1.6991,6.0340,16.36
416,345891153,34.8124,1.0665,34.8287,1.75
417,2046621834,7.1171,6.3480,9.5367,41.73
418,1496052328,16.8804,20.5578,26.6002,50.61
419,2132966090,1.6961,3.9729,4.3198,66.88
420,2092368111,-0.6690,-1.2577,1.4246,241.99
421,873303037,18.1090,18.9745,26.2291,46.34
422,1291163966,4.1593,18.3172,18.7835,77.21
423,951314444,36.5223,3.9980,36.7405,6.25
424,193561696,5.6244,-4.1738,7.0039,323.42
425,653104332,5.9213,-3.4544,6.8553,329.74
426,1279538007,37.8563,7.9793,38.6881,11.90
427,346232964,11.3006,-15.8030,19.4278,305.57
428,1072213014,4.3408,3.6281,5.6573,39.89
429,1886423508,-2.1926,-10.2058,10.4387,257.88
430,542660852,24.2803,-19.8050,31.3332,320.80
431,903277554,9.8305,-7.0015,12.0690,324.54
432,1634230851,-7.2805,-2.4928,7.6954,198.90
433,1352508025,0.2794,-15.0496,15.0522,271.06
434,1047727202,6.4581,4.2853,7.7506,33.57
435,1492926980,7.7036,14.1966,16.1521,61.51
436,1495322651,-7.4412,1.5717,7.6054,168.07
437,1683680606,6.9849,17.8388,19.1575,68.62
438,162924077,19.8879,-10.5648,22.5198,332.02
439,1309989915,3.4848,-16.4336,16.7991,281.97
440,397402033,3.9116,-21.0134,21.3743,280.54
441,2027951515,31.5404,15.3863,35.0933,26.00
442,1295038442,8.5748,-9.8483,13.0582,311.05
443,578395687,15.8208,20.2012,25.6590,51.93
444,1878422789,-5.1857,6.3452,8.1947,129.26
445,1638023835,7.4224,6.1331,9.6285,39.57
446,1393945327,25.0778,15.7324,29.6041,32.10
447,991048135,30.8756,3.4019,31.0624,6.29
448,702550223,11.1317,-8.1938,13.8222,323.64
449,196544907,-4.4169,-2.2203,4.9436,206.69
450,1860103536,36.3893,-8.1847,37.2984,347.32
451,2026632791,6.9582,18.6197,19.8774,69.51
452,665818596,33.8310,-9.5841,35.1623,344.18
453,522629161,1.0267,14.8978,14.9331,86.06
454,1358863232,1.2626,-16.9008,16.9479,274.27
455,1420781662,32.8419,-16.5592,36.7804,333.24
456,384296385,-2.6987,12.4388,12.7282,102.24
457,1824509480,23.8200,4.1515,24.1791,9.89
458,678707160,28.6689,3.4301,28.8734,6.82
459,1837787310,-3.3316,-7.8624,8.5392,247.04
460,440557198,6.4529,19.9679,20.9847,72.09
461,2072230871,2.7637,-6.3491,6.9245,293.52
462,1222167446,9.3330,-11.9285,15.1458,308.04
463,607076027,23.4987,-12.0520,26.4091,332.85
464,2042289082,37.0732,8.5866,38.0545,13.04
465,1848741980,-6.4764,2.0570,6.7952,162.38
466,396444154,0.5628,5.5885,5.6168,84.25
467,1616199019,33.9536,2.7316,34.0633,4.60
468,159049017,0.9215,9.2791,9.3248,84.33
469,692009869,37.1807,-6.3815,37.7244,350.26
470,1526691608,8.1643,-22.2119,23.6648,290.18
471,809694194,-4.4707,9.8119,10.7825,114.50
472,1883697757,12.1853,18.6500,22.2779,56.84
473,186062413,7.9366,20.4367,21.9237,68.78
474,1735564057,3.6060,0.1345,3.6085,2.14
475,64416596,22.7035,10.6892,25.0940,25.21
476,1725748242,12.5398,13.0901,18.1272,46.23
477,712768279,24.5804,-21.1455,32.4242,319.30
478,1220375302,7.1851,21.0369,22.2301,71.14
479,703021508,33.4312,-10.4569,35.0284,342.63
480,1406642652,19.2518,9.9166,21.6557,27.25
481,288489872,12.9797,-12.2063,17.8176,316.76
482,1791166388,12.8023,-11.8626,17.4533,317.18
483,875668107,7.1289,-9.6115,11.9667,306.56
484,26319972,2.1218,13.3205,13.4885,80.95
485,663511708,14.7718,24.0094,28.1897,58.40
486,237458958,6.1307,1.6145,6.3397,14.75
487,1111601690,18.4106,-6.0307,19.3732,341.86
488,2141128440,9.7557,-20.4125,22.6240,295.54
489,1774429187,13.8011,22.4470,26.3503,58.42
490,1108630595,4.4531,-11.3098,12.1549,291.49
491,1818296818,22.8635,14.6745,27.1676,32.69
492,1004973446,21.8195,-0.3052,21.8216,359.20
493,472620414,26.9390,-0.0937,26.9392,359.80
494,869432717,32.0097,9.1192,33.2834,15.90
495,472654809,19.8596,-14.5249,24.6044,323.82
496,805784069,22.4815,12.1336,25.5469,28.36
497,687962415,-2.2700,-3.4541,4.1332,236.69
498,683590252,27.5294,-10.2135,29.3629,339.64
499,29680809,7.1417,-19.2671,20.5481,290.34
